,Id,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,GrLivArea,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
445,446,9855,Edwards,1Fam,1Story,6,5,1956,GasA,1689,7,Attchd,1956.0,2,480,2009,Normal,127500
446,447,16492,NAmes,1Fam,1Story,6,6,1966,GasA,1888,6,Attchd,1966.0,2,578,2010,Normal,190000
447,448,11214,Gilbert,1Fam,2Story,7,5,1998,GasA,1886,10,Attchd,1998.0,2,431,2006,Normal,199900
448,449,8600,IDOTRR,1Fam,1.5Fin,6,6,1937,GasA,1376,7,Detchd,1937.0,1,198,2006,Normal,119500
449,450,6000,OldTown,1Fam,1.5Fin,3,7,1948,GasA,1183,6,Detchd,1981.0,1,308,2007,Normal,120000
450,451,5684,OldTown,1Fam,1Story,6,8,1930,GasA,813,5,Detchd,1932.0,1,270,2006,Normal,110000
451,452,70761,ClearCr,1Fam,1Story,7,5,1975,GasA,1533,5,Attchd,1975.0,2,576,2006,Normal,280000
452,453,9303,Timber,1Fam,2Story,6,5,1996,GasA,1756,7,Attchd,1996.0,2,422,2007,Normal,204000
453,454,9000,Somerst,1Fam,2Story,8,5,2008,GasA,1590,6,Attchd,2008.0,2,676,2009,Normal,210000
454,455,9297,Mitchel,Duplex,1Story,5,5,1976,GasA,1728,8,Detchd,1976.0,2,560,2006,Family,188000
455,456,9600,NWAmes,1Fam,1Story,7,6,1973,GasA,1242,6,Attchd,1973.0,2,528,2007,Normal,175500
456,457,4571,OldTown,1Fam,2Story,5,5,1916,GasA,1344,7,Detchd,1916.0,3,513,2008,Abnorml,98000
457,458,53227,ClearCr,1Fam,1Story,4,6,1954,GasA,1663,6,Attchd,1954.0,2,529,2008,Normal,256000
458,459,5100,OldTown,1Fam,2Story,8,7,1925,GasA,1666,7,Detchd,1925.0,1,228,2008,Normal,161000
459,460,7015,BrkSide,1Fam,1.5Fin,5,4,1950,GasA,1203,5,Detchd,1950.0,1,352,2009,Normal,110000
460,461,8004,Somerst,1Fam,2Story,8,5,2009,GasA,1935,8,BuiltIn,2009.0,2,552,2009,Partial,263435
461,462,7200,SWISU,1Fam,2Story,7,9,1936,GasA,1135,6,Detchd,1971.0,2,576,2009,Normal,155000
462,463,8281,Sawyer,1Fam,1Story,5,5,1965,GasA,864,5,Detchd,1965.0,1,360,2009,Normal,62383
463,464,11988,Crawfor,1Fam,2Story,6,7,1934,GasA,1660,6,Detchd,1939.0,1,240,2008,Normal,188700
464,465,8430,CollgCr,1Fam,1Story,5,5,1978,GasA,1040,5,,,0,0,2009,Normal,124000
465,466,3072,Blmngtn,TwnhsE,1Story,7,5,2004,GasA,1414,6,Attchd,2004.0,2,398,2006,Normal,178740
466,467,10628,NAmes,1Fam,1Story,7,5,1970,GasA,1277,5,Attchd,1970.0,2,526,2007,Normal,167000
467,468,9480,NAmes,1Fam,2Story,5,7,1942,GasA,1644,7,Attchd,1942.0,1,312,2007,Normal,146500
468,469,11428,NridgHt,1Fam,1Story,8,5,2006,GasA,1634,7,Attchd,2006.0,3,866,2007,Normal,250000
469,470,9291,SawyerW,1Fam,2Story,6,5,1993,GasA,1710,7,Attchd,1993.0,2,506,2008,Normal,187000
470,471,6820,StoneBr,TwnhsE,1Story,8,5,1985,GasA,1502,4,Attchd,1985.0,2,528,2010,Normal,212000
471,472,11952,NWAmes,1Fam,2Story,7,6,1977,GasA,1969,8,Attchd,1977.0,2,534,2007,Normal,190000
472,473,3675,Edwards,TwnhsE,SLvl,6,5,2005,GasA,1072,5,Basment,2005.0,2,525,2008,Normal,148000
473,474,14977,NridgHt,1Fam,1Story,8,5,2006,GasA,1976,7,Attchd,2006.0,3,908,2007,Partial,440000
474,475,5330,StoneBr,TwnhsE,1Story,8,5,2000,GasA,1652,6,Attchd,2000.0,2,499,2007,Normal,251000
475,476,8480,Sawyer,1Fam,1Story,5,6,1963,GasA,970,5,Detchd,1996.0,2,624,2007,Normal,132500
476,477,13125,CollgCr,1Fam,1Story,6,5,1997,GasA,1493,7,Attchd,1997.0,2,508,2008,Normal,208900
477,478,13693,NridgHt,1Fam,2Story,9,5,2006,GasA,2643,9,BuiltIn,2006.0,3,694,2007,Normal,380000
478,479,10637,CollgCr,1Fam,1Story,8,5,2007,GasA,1718,7,Attchd,2007.0,3,826,2009,Normal,297000
479,480,5925,OldTown,1Fam,1Story,4,7,1937,GasA,1131,7,Detchd,1995.0,2,672,2007,Alloca,89471
480,481,16033,NridgHt,1Fam,1Story,9,5,2004,GasA,1850,8,Attchd,2004.0,3,772,2006,Normal,326000
481,482,11846,NridgHt,1Fam,1Story,9,5,2003,GasA,1792,6,Attchd,2003.0,3,874,2006,Normal,374000
482,483,2500,OldTown,1Fam,2Story,7,8,1915,GasA,1826,7,Attchd,1915.0,1,164,2009,Normal,155000
483,484,4500,Mitchel,Twnhs,1Story,6,5,1998,GasA,1216,5,Attchd,1998.0,2,402,2006,Normal,164000
484,485,7758,Sawyer,1Fam,1Story,5,7,1962,GasA,999,6,Detchd,1963.0,1,264,2007,Normal,132500
485,486,9600,NAmes,1Fam,1Story,5,7,1950,GasA,1113,5,Attchd,1950.0,1,264,2009,Normal,147000
486,487,10289,NAmes,1Fam,1Story,5,7,1965,GasA,1073,6,Attchd,1965.0,2,515,2007,Normal,156000
487,488,12243,NWAmes,1Fam,1Story,5,6,1971,GasA,1484,7,Attchd,1971.0,2,487,2007,Normal,175000
488,489,10800,OldTown,2fmCon,1.5Fin,5,4,1900,GasA,2414,10,Attchd,1970.0,2,520,2006,Normal,160000
489,490,1526,MeadowV,Twnhs,SFoyer,4,8,1970,GasA,630,3,Attchd,1970.0,1,286,2009,Normal,86000
490,491,2665,MeadowV,TwnhsE,2Story,5,6,1976,GasA,1304,4,BuiltIn,1976.0,1,336,2008,Normal,115000
491,492,9490,NAmes,1Fam,1.5Fin,6,7,1941,GasA,1578,5,Attchd,1941.0,1,240,2006,Normal,133000
492,493,15578,Gilbert,1Fam,2Story,6,5,2006,GasA,1456,8,Attchd,2006.0,2,429,2006,Partial,172785
493,494,7931,NAmes,1Fam,1Story,5,6,1960,GasA,1269,6,Detchd,1964.0,1,308,2008,Normal,155000
494,495,5784,OldTown,1Fam,1Story,5,8,1938,GasA,886,4,Attchd,1938.0,1,273,2009,Normal,91300
495,496,7879,IDOTRR,1Fam,1Story,4,5,1920,GasA,720,4,,,0,0,2009,Abnorml,34900
496,497,12692,NoRidge,1Fam,1Story,8,5,1992,GasA,3228,10,Attchd,1992.0,2,546,2007,Normal,430000
497,498,9120,BrkSide,1Fam,1.5Fin,7,6,1925,GasA,1820,8,Detchd,1925.0,1,240,2008,Normal,184000
498,499,7800,Sawyer,1Fam,1Story,5,7,1967,GasA,899,5,Attchd,1967.0,1,288,2009,Normal,130000
499,500,7535,NAmes,1Fam,1Story,5,7,1958,GasA,912,5,Attchd,1958.0,1,297,2007,Normal,120000
500,501,1890,BrDale,Twnhs,2Story,6,5,1973,GasA,1218,7,Detchd,1973.0,1,264,2007,Normal,113000
501,502,9803,Somerst,1Fam,2Story,7,5,2005,GasA,1768,7,Attchd,2005.0,2,603,2008,Normal,226700
502,503,9170,Edwards,1Fam,1Story,5,7,1965,GasA,1214,6,Detchd,1965.0,2,461,2007,Normal,140000
503,504,15602,Crawfor,1Fam,1Story,7,8,1959,GasA,1801,6,Attchd,1959.0,2,484,2010,Normal,289000
504,505,2308,NPkVill,TwnhsE,2Story,6,5,1974,GasA,1322,6,Attchd,1974.0,2,440,2009,Normal,147000
505,506,7596,OldTown,Duplex,2Story,5,5,1952,GasA,1960,10,Detchd,1952.0,2,400,2009,Normal,124500
506,507,9554,SawyerW,1Fam,2Story,8,5,1993,GasA,1911,8,Attchd,1993.0,2,471,2006,Normal,215000
507,508,7862,Somerst,1Fam,1Story,6,5,2009,GasA,1218,4,Attchd,2009.0,2,676,2009,Partial,208300
508,509,9600,OldTown,1Fam,2Story,7,9,1928,GasA,1378,7,Detchd,1928.0,2,360,2008,Normal,161000
509,510,9600,NAmes,1Fam,1Story,5,6,1959,GasA,1041,6,Attchd,1959.0,1,270,2009,Normal,124500
510,511,14559,NAmes,1Fam,1Story,5,7,1951,GasA,1363,6,CarPort,1951.0,1,288,2009,Normal,164900
511,512,6792,NridgHt,TwnhsE,1Story,7,5,2005,GasA,1368,6,Attchd,2005.0,2,474,2006,Partial,202665
512,513,9100,NAmes,1Fam,1Story,5,5,1958,GasA,864,5,Detchd,1964.0,2,624,2006,Normal,129900
513,514,9187,Mitchel,1Fam,1Story,6,5,1983,GasA,1080,5,Attchd,1983.0,2,484,2007,Normal,134000
514,515,10594,Crawfor,1Fam,1.5Unf,5,5,1926,Grav,789,5,Detchd,1926.0,1,200,2007,Normal,96500
515,516,12220,NridgHt,1Fam,1Story,10,5,2009,GasA,2020,9,Attchd,2009.0,3,900,2009,Partial,402861
516,517,10448,NWAmes,1Fam,SLvl,6,6,1972,GasA,2119,7,Attchd,1972.0,2,583,2009,Abnorml,158000
517,518,10208,NoRidge,1Fam,2Story,7,5,1996,GasA,2344,7,Attchd,1996.0,3,889,2009,Normal,265000
518,519,9531,CollgCr,1Fam,2Story,6,5,1998,GasA,1796,7,Attchd,1998.0,2,546,2007,Normal,211000
519,520,10918,Crawfor,1Fam,2Story,7,9,1926,GasA,2080,9,Detchd,1926.0,1,282,2009,Normal,234000
520,521,10800,OldTown,2fmCon,2Story,4,7,1900,GasA,1294,7,,,0,0,2008,Normal,106250
521,522,11988,NAmes,1Fam,1Story,6,6,1957,GasA,1244,6,Attchd,1957.0,1,336,2007,Normal,150000
522,523,5000,BrkSide,1Fam,1.5Fin,6,7,1947,GasA,1664,7,Detchd,1950.0,2,420,2006,Normal,159000
523,524,40094,Edwards,1Fam,2Story,10,5,2007,GasA,4676,11,BuiltIn,2007.0,3,884,2007,Partial,184750
524,525,11787,NoRidge,1Fam,2Story,7,5,1996,GasA,2398,8,Attchd,1996.0,3,834,2007,Normal,315750
525,526,7500,Somerst,1Fam,1Story,7,5,2005,GasA,1266,6,Attchd,2005.0,2,453,2006,Normal,176000
526,527,13300,NAmes,1Fam,1Story,5,7,1956,GasA,928,4,Attchd,1956.0,1,252,2007,Normal,132000
527,528,14948,NridgHt,1Fam,2Story,9,5,2008,GasA,2713,11,Attchd,2008.0,3,858,2008,Partial,446261
528,529,9098,Edwards,1Fam,1Story,4,7,1920,GasA,605,5,,,0,0,2007,Normal,86000
529,530,32668,Crawfor,1Fam,1Story,6,3,1957,GasA,2515,9,Attchd,1975.0,2,484,2007,Alloca,200624
530,531,10200,Timber,1Fam,SLvl,6,5,1988,GasA,1509,5,Attchd,1988.0,2,600,2008,Abnorml,175000
531,532,6155,BrkSide,1Fam,2Story,6,8,1920,GasA,1362,6,Detchd,1920.0,2,502,2008,Normal,128000
532,533,7200,NAmes,1Fam,1Story,5,7,1955,GasA,827,5,Detchd,1967.0,1,392,2010,Normal,107500
533,534,5000,BrkSide,1Fam,1Story,1,3,1946,GasA,334,2,,,0,0,2007,Normal,39300
534,535,9056,Gilbert,1Fam,2Story,8,5,2004,GasA,1414,6,Attchd,2004.0,2,403,2006,Normal,178000
535,536,7000,Edwards,2fmCon,2Story,5,7,1910,GasA,1347,5,,,0,0,2008,Normal,107500
536,537,8924,CollgCr,1Fam,2Story,7,5,1998,GasA,1724,8,Attchd,1998.0,2,527,2008,Normal,188000
537,538,12735,NAmes,1Fam,1Story,4,5,1972,GasA,864,5,Detchd,1980.0,2,576,2008,Normal,111250
538,539,11553,Sawyer,1Fam,1Story,5,5,1968,GasA,1159,7,Attchd,1968.0,1,336,2006,Normal,158000
539,540,11423,CollgCr,1Fam,1Story,8,5,2001,GasA,1601,6,Attchd,2001.0,2,670,2010,Normal,272000
540,541,14601,Timber,1Fam,1Story,9,5,2006,GasA,1838,8,Attchd,2006.0,3,765,2009,Normal,315000
541,542,11000,NoRidge,1Fam,2Story,8,5,2000,GasA,2285,8,BuiltIn,2000.0,3,648,2007,Normal,248000
542,543,10140,NWAmes,1Fam,1Story,7,5,1998,GasA,1680,7,Attchd,1998.0,2,583,2009,Normal,213250
543,544,4058,NAmes,TwnhsE,SFoyer,7,5,1998,GasA,767,4,Attchd,1998.0,1,367,2007,Normal,133000
544,545,17104,Gilbert,1Fam,2Story,7,5,2006,GasA,1496,7,Attchd,2006.0,2,426,2006,Partial,179665
545,546,13837,NWAmes,1Fam,1.5Fin,7,5,1988,GasA,2183,9,Attchd,1988.0,3,786,2006,Normal,229000
546,547,8737,BrkSide,1Fam,1.5Fin,6,7,1923,GasA,1635,6,Detchd,1950.0,2,440,2007,Normal,210000
547,548,7244,Mitchel,1Fam,SFoyer,5,7,1970,GasA,768,5,Detchd,1987.0,2,624,2007,Normal,129500
548,549,8235,OldTown,1Fam,1Story,5,7,1955,GasA,825,4,Detchd,1963.0,2,720,2008,Normal,125000
549,550,9375,Somerst,1Fam,2Story,7,5,2003,GasA,2094,8,BuiltIn,2003.0,2,615,2009,Normal,263000
550,551,4043,NPkVill,TwnhsE,1Story,6,6,1977,GasA,1069,4,Attchd,1977.0,2,440,2008,Abnorml,140000
551,552,6000,OldTown,1Fam,1Story,5,6,1957,GasA,928,5,Attchd,1957.0,1,288,2008,Normal,112500
552,553,11146,NridgHt,1Fam,1Story,8,5,2006,GasA,1717,7,Attchd,2006.0,3,908,2009,Normal,255500
553,554,8777,Edwards,1Fam,1Story,4,5,1949,GasA,1126,5,Detchd,2002.0,2,520,2009,Normal,108000
554,555,10625,NridgHt,1Fam,2Story,7,5,2003,GasA,2046,8,BuiltIn,2003.0,3,871,2008,Normal,284000
555,556,6380,BrkSide,1Fam,1.5Unf,5,6,1922,GasA,1048,5,Detchd,1922.0,1,280,2006,Normal,113000
556,557,14850,NAmes,1Fam,1Story,5,5,1957,GasA,1092,6,Attchd,1957.0,1,299,2006,Normal,141000
557,558,11040,IDOTRR,1Fam,1.5Fin,4,6,1920,GasA,1336,7,CarPort,1994.0,1,570,2006,Normal,108000
558,559,21872,Gilbert,1Fam,2Story,7,5,1996,GasA,1446,6,Attchd,1996.0,2,406,2008,Normal,175000
559,560,3196,Blmngtn,TwnhsE,1Story,7,5,2003,GasA,1557,7,Attchd,2003.0,2,420,2006,Normal,234000
560,561,11341,Sawyer,1Fam,1Story,5,6,1957,GasA,1392,5,Detchd,1957.0,2,528,2010,Normal,121500
561,562,10010,Mitchel,1Fam,1Story,5,5,1974,GasA,1389,6,Attchd,1975.0,2,418,2006,Normal,170000
562,563,13907,Edwards,1Fam,1Story,5,6,1940,GasA,996,6,,,0,0,2008,Normal,108000
563,564,21780,Edwards,1Fam,1.5Fin,6,7,1918,GasA,1674,8,Detchd,1955.0,2,396,2008,Normal,185000
564,565,13346,NoRidge,1Fam,2Story,7,5,1992,GasA,2295,9,Attchd,1992.0,2,590,2006,Normal,268000
565,566,6858,SWISU,1Fam,2Story,6,4,1915,GasA,1647,6,Detchd,1920.0,1,216,2010,Normal,128000
566,567,11198,StoneBr,1Fam,2Story,9,5,2005,GasA,2504,11,BuiltIn,2005.0,3,656,2008,Normal,325000
567,568,10171,NridgHt,1Fam,1Story,7,5,2004,GasA,1535,7,Attchd,2004.0,2,532,2010,Normal,214000
568,569,12327,SawyerW,1Fam,1.5Fin,8,8,1983,GasA,2132,5,BuiltIn,1983.0,2,612,2009,Normal,316600
569,570,7032,NAmes,Duplex,SFoyer,5,5,1979,GasA,943,4,Detchd,1979.0,2,600,2006,Normal,135960
570,571,13101,NAmes,Duplex,1Story,5,5,1965,GasA,1728,10,Detchd,1987.0,2,576,2008,Normal,142600
571,572,7332,NAmes,1Fam,1Story,6,6,1959,GasA,864,4,Attchd,1959.0,1,288,2006,Abnorml,120000
572,573,13159,Timber,1Fam,2Story,7,5,2009,GasA,1692,6,Attchd,2009.0,2,650,2009,Partial,224500
573,574,9967,Gilbert,1Fam,SLvl,7,5,2000,GasA,1430,8,BuiltIn,2000.0,2,400,2007,Normal,170000
574,575,10500,NAmes,1Fam,SLvl,5,7,1971,GasA,1109,5,BuiltIn,1971.0,1,288,2007,Normal,139000
575,576,8480,NAmes,1Fam,1.5Fin,5,5,1947,GasA,1216,6,Detchd,1947.0,1,336,2008,Abnorml,118500
576,577,6292,SWISU,1Fam,1.5Fin,7,7,1928,GasA,1477,6,Detchd,1928.0,1,216,2009,Normal,145000
577,578,11777,Sawyer,1Fam,SLvl,5,6,1966,GasA,1320,6,Attchd,1966.0,2,564,2006,Abnorml,164500
578,579,3604,Somerst,TwnhsE,2Story,7,5,2007,GasA,1392,5,Detchd,2007.0,2,540,2008,Abnorml,146000
579,580,12150,OldTown,1Fam,1.5Fin,5,5,1954,GasA,1795,7,Attchd,1954.0,1,352,2008,Normal,131500
580,581,14585,NAmes,1Fam,1Story,6,6,1960,GasA,1429,7,Attchd,1960.0,2,572,2007,Normal,181900
581,582,12704,NridgHt,1Fam,1Story,8,5,2008,GasA,2042,8,Attchd,2009.0,3,1390,2009,Partial,253293
582,583,11841,Edwards,Duplex,SFoyer,6,5,1990,GasA,816,5,,,0,0,2007,Normal,118500
583,584,13500,OldTown,1Fam,2.5Unf,10,9,1893,GasA,2775,9,Detchd,1988.0,2,880,2008,Normal,325000
584,585,6120,BrkSide,1Fam,1.5Fin,4,7,1935,GasA,1573,6,Detchd,1935.0,1,240,2009,Normal,133000
585,586,11443,Timber,1Fam,1Story,8,5,2005,GasA,2028,7,Attchd,2005.0,3,880,2006,Partial,369900
586,587,10267,BrkSide,1Fam,1Story,6,7,1918,GasA,838,5,Detchd,1961.0,1,275,2008,Normal,130000
587,588,8740,Sawyer,1Fam,SFoyer,5,6,1982,GasA,860,4,Detchd,1996.0,2,528,2009,Normal,137000
588,589,25095,ClearCr,1Fam,1Story,5,8,1968,GasA,1473,5,Attchd,1968.0,1,452,2009,Partial,143000
589,590,9100,BrkSide,1Fam,1Story,5,6,1930,GasA,935,4,Detchd,1988.0,1,308,2008,Normal,79500
590,591,8320,CollgCr,1Fam,2Story,7,5,2004,GasA,1582,6,Attchd,2004.0,2,520,2008,Normal,185900
591,592,13478,NridgHt,1Fam,2Story,10,5,2008,GasA,2296,10,BuiltIn,2008.0,3,842,2009,Normal,451950
592,593,6600,Mitchel,1Fam,1Story,5,8,1982,GasA,816,4,Detchd,1985.0,2,816,2008,Normal,138000
593,594,4435,CollgCr,TwnhsE,1Story,6,5,2003,GasA,848,4,Attchd,2003.0,2,420,2009,Normal,140000
594,595,7990,CollgCr,1Fam,1Story,5,6,1975,GasA,924,5,Detchd,1981.0,1,280,2008,Normal,110000
595,596,11302,StoneBr,1Fam,1Story,8,5,2005,GasA,1826,7,Attchd,2005.0,3,758,2006,Partial,319000
596,597,3600,OldTown,1Fam,2Story,6,7,1910,GasA,1368,7,Detchd,1930.0,1,216,2006,Normal,114504
597,598,3922,Blmngtn,TwnhsE,1Story,7,5,2006,GasA,1402,7,Attchd,2006.0,3,648,2007,Partial,194201
598,599,12984,Crawfor,1Fam,1Story,5,6,1977,GasA,1647,7,Attchd,1977.0,2,621,2006,Normal,217500
599,600,1950,Blueste,Twnhs,2Story,6,6,1980,GasA,1556,6,Attchd,1980.0,2,452,2008,Normal,151000
600,601,10927,NridgHt,1Fam,2Story,8,5,2005,GasA,1904,8,BuiltIn,2003.0,2,736,2006,Normal,275000
601,602,9000,IDOTRR,1Fam,1.5Fin,6,6,1937,GasA,1375,6,Detchd,1979.0,1,544,2007,Normal,141000
602,603,10041,SawyerW,1Fam,2Story,8,5,1992,GasA,1915,8,Attchd,1992.0,2,506,2006,Abnorml,220000
603,604,3182,Somerst,TwnhsE,2Story,7,5,2004,GasA,1200,4,Detchd,2004.0,2,480,2010,Normal,151000
604,605,12803,CollgCr,1Fam,1Story,7,5,2002,GasA,1494,6,Attchd,2002.0,2,530,2008,Normal,221000
605,606,13600,NAmes,1Fam,2Story,7,6,1965,GasA,1986,7,Attchd,1965.0,2,486,2009,Normal,205000
606,607,12464,CollgCr,1Fam,1Story,5,5,1996,GasA,1040,6,Detchd,2000.0,2,576,2009,Normal,152000
607,608,7800,Edwards,1Fam,2Story,5,8,1948,GasA,2008,8,Attchd,1948.0,1,230,2006,Normal,225000
608,609,12168,Crawfor,1Fam,2Story,8,6,1934,GasA,3194,10,Basment,1934.0,2,380,2007,Alloca,359100
609,610,7943,Sawyer,1Fam,1Story,4,5,1961,GasA,1029,5,Attchd,1961.0,1,261,2007,Normal,118500
610,611,11050,CollgCr,1Fam,2Story,9,5,2000,GasA,2153,8,Attchd,2000.0,3,736,2009,Normal,313000
611,612,10395,NWAmes,1Fam,SLvl,6,6,1978,GasA,1032,6,Attchd,1978.0,2,564,2007,Normal,148000
612,613,11885,CollgCr,1Fam,2Story,8,5,2001,GasA,1872,7,BuiltIn,2001.0,2,531,2009,Normal,261500
613,614,8402,Mitchel,1Fam,1Story,5,5,2007,GasA,1120,6,,,0,0,2007,Partial,147000
614,615,1491,MeadowV,TwnhsE,SFoyer,4,6,1972,GasA,630,3,,,0,0,2010,Normal,75500
615,616,8800,NAmes,1Fam,SFoyer,6,7,1963,GasA,1054,6,Attchd,1963.0,2,480,2010,Abnorml,137500
616,617,7861,Gilbert,1Fam,2Story,6,5,2002,GasA,1509,7,Attchd,2002.0,2,393,2006,Normal,183200
617,618,7227,NAmes,1Fam,1.5Unf,6,6,1954,GasA,832,4,Detchd,1962.0,2,528,2008,Normal,105500
618,619,11694,NridgHt,1Fam,1Story,9,5,2007,GasA,1828,9,Attchd,2007.0,3,774,2007,Partial,314813
619,620,12244,Timber,1Fam,2Story,8,5,2003,GasA,2262,10,Attchd,2003.0,3,749,2008,Normal,305000
620,621,8248,Edwards,1Fam,1Story,3,3,1914,GasA,864,5,,,0,0,2008,Normal,67000
621,622,10800,NWAmes,1Fam,2Story,6,7,1974,GasA,2614,9,Attchd,1974.0,2,624,2008,Normal,240000
622,623,7064,Sawyer,1Fam,1Story,5,6,1977,GasA,980,6,Detchd,1986.0,2,484,2009,Normal,135000
623,624,2117,Somerst,TwnhsE,2Story,6,5,2000,GasA,1512,4,Detchd,2000.0,2,440,2007,Normal,168500
624,625,10400,NWAmes,1Fam,2Story,6,5,1972,GasA,1790,8,Attchd,1972.0,2,484,2006,Normal,165150
625,626,10000,NAmes,1Fam,1Story,6,6,1962,GasA,1116,5,Attchd,1962.0,2,440,2010,Normal,160000
626,627,12342,NAmes,1Fam,1Story,5,5,1960,GasA,1422,6,Attchd,1960.0,1,286,2007,Normal,139900
627,628,9600,NAmes,1Fam,SLvl,6,6,1955,GasA,1520,7,Basment,1955.0,1,364,2010,Normal,153000
628,629,11606,NAmes,1Fam,2Story,5,5,1969,GasA,2080,9,Attchd,1969.0,2,504,2007,Family,135000
629,630,9020,NAmes,1Fam,SLvl,6,5,1964,GasA,1350,6,Attchd,1964.0,2,520,2008,Normal,168500
630,631,9000,OldTown,1Fam,2Story,5,6,1880,GasA,1750,8,Detchd,1937.0,1,240,2006,Abnorml,124000
631,632,4590,NridgHt,Twnhs,1Story,8,5,2006,GasA,1554,6,Attchd,2006.0,2,627,2007,Normal,209500
632,633,11900,NWAmes,1Fam,1Story,7,5,1977,GasA,1411,6,Attchd,1977.0,2,544,2009,Family,82500
633,634,9250,NAmes,1Fam,1Story,5,7,1954,GasA,1056,6,Attchd,1954.0,1,260,2007,Normal,139400
634,635,6979,OldTown,Duplex,SFoyer,6,5,1980,GasA,1056,4,Detchd,1980.0,2,576,2010,Normal,144000
635,636,10896,SWISU,2fmCon,2.5Fin,6,7,1914,GasA,3395,14,,,0,0,2007,Abnorml,200000
636,637,6120,BrkSide,1Fam,1Story,2,3,1936,Grav,800,4,,,0,0,2009,Normal,60000
637,638,6000,OldTown,2fmCon,1.5Fin,5,4,1954,GasA,1387,7,BuiltIn,1954.0,1,256,2009,Normal,93000
638,639,8777,Edwards,1Fam,1Story,5,7,1910,GasA,796,4,,,0,0,2008,Normal,85000
639,640,3982,Blmngtn,TwnhsE,1Story,8,5,2006,GasA,1567,7,Attchd,2006.0,3,648,2006,Partial,264561
640,641,12677,NridgHt,TwnhsE,1Story,8,5,2003,GasA,1518,6,Attchd,2003.0,2,588,2008,Normal,274000
641,642,7050,Somerst,1Fam,2Story,7,5,2001,GasA,1929,7,Attchd,2001.0,2,650,2007,Normal,226000
642,643,13860,NAmes,1Fam,SLvl,8,7,1972,GasA,2704,9,Attchd,1972.0,2,538,2009,Normal,345000
643,644,10793,NWAmes,1Fam,2Story,5,5,1969,GasA,1620,7,Attchd,1969.0,2,462,2007,Normal,152000
644,645,9187,Somerst,1Fam,1Story,9,5,2009,GasA,1766,7,Attchd,2009.0,3,478,2009,Partial,370878
645,646,10530,NAmes,1Fam,1Story,6,5,1971,GasA,981,5,Detchd,1979.0,2,576,2007,Normal,143250
646,647,7200,NAmes,1Fam,1Story,5,5,1950,GasA,1048,7,Detchd,1950.0,2,420,2008,Normal,98300
647,648,10452,Edwards,1Fam,1Story,6,5,1953,GasA,1094,5,Attchd,1953.0,2,495,2008,Normal,155000
648,649,7700,NAmes,1Fam,2Story,6,5,1966,GasA,1839,7,Attchd,1966.0,2,442,2010,Normal,155000
649,650,1936,MeadowV,Twnhs,SFoyer,4,6,1970,GasA,630,3,,,0,0,2007,Normal,84500
650,651,8125,Somerst,1Fam,2Story,7,6,2007,GasA,1665,7,Attchd,2007.0,2,562,2008,Normal,205950
651,652,9084,Edwards,1Fam,2Story,4,5,1940,GasA,1510,7,Detchd,1940.0,1,296,2009,Normal,108000
652,653,8750,CollgCr,1Fam,2Story,7,5,1996,GasA,1716,7,Attchd,1996.0,2,512,2009,Normal,191000
653,654,10320,IDOTRR,1Fam,1.5Fin,6,7,1906,GasA,1469,7,Detchd,1906.0,1,216,2008,Normal,135000
654,655,10437,NoRidge,1Fam,1Story,8,6,1995,GasA,2113,7,Attchd,1995.0,3,839,2008,Normal,350000
655,656,1680,BrDale,Twnhs,2Story,6,5,1971,GasA,1092,6,Detchd,1971.0,1,264,2010,Family,88000
656,657,10007,NAmes,1Fam,1Story,5,7,1959,GasA,1053,5,Attchd,1959.0,1,312,2008,Normal,145500
657,658,7200,Crawfor,1Fam,2Story,7,6,1931,GasA,1502,6,Attchd,1931.0,1,270,2008,Normal,149000
658,659,17503,NAmes,1Fam,1.5Fin,6,5,1948,GasA,1458,6,Attchd,1948.0,1,330,2010,Abnorml,97500
659,660,9937,Edwards,1Fam,1Story,5,7,1964,GasA,1486,7,Detchd,1968.0,2,480,2009,Normal,167000
660,661,12384,NWAmes,1Fam,2Story,7,7,1976,GasA,1935,7,Attchd,1976.0,2,550,2007,Normal,197900
661,662,46589,NoRidge,1Fam,2Story,8,7,1994,GasA,2448,8,Attchd,1994.0,3,711,2009,Normal,402000
662,663,13560,NAmes,1Fam,1Story,6,3,1968,GasA,1392,5,Attchd,1968.0,2,576,2009,Normal,110000
663,664,10012,Edwards,1Fam,SFoyer,4,5,1972,GasA,1181,6,Detchd,1974.0,2,588,2008,Normal,137500
664,665,20896,Somerst,1Fam,1Story,8,5,2005,GasA,2097,8,Attchd,2005.0,3,1134,2006,Partial,423000
665,666,11194,Gilbert,1Fam,2Story,8,5,2000,GasA,1936,7,Attchd,2000.0,2,504,2006,Normal,230500
666,667,18450,NAmes,1Fam,2Story,6,5,1965,GasA,2380,7,CarPort,1965.0,2,596,2007,Abnorml,129000
667,668,8125,SawyerW,1Fam,1Story,6,5,1994,GasA,1679,7,Attchd,1994.0,2,575,2008,Normal,193500
668,669,14175,Sawyer,1Fam,1Story,5,6,1956,GasA,1437,6,Detchd,1999.0,2,576,2006,Normal,168000
